Disk %Busy his02,sda,sda1,sda2,sda3,sdf,sdg,sde,sdh,sdj,sdi,sdk,sdm,sdn,sdl,sdp,sdd,sdo,sdb,sdc,sdr,sdq,sdu,sdx,sds,sdv,sdt,sdw,sdy,dm-0,dm-1,sdz,sdaa,sdab,sdac,sdad,sdae,sdaf,sdag,sdah,sdai,sdaj,sdak,sdal,sdam,sdan,sdao,sdap,sdaq,sdar,sdas,sdat,sdau,sdav,sdaw,dm-2,dm-3,dm-4,dm-5,dm-6,dm-7,sdax,sday,sdaz,sdba,dm-8,sdbb,sdbc,sdbd,sdbe,sdbf,sdbg,sdbh,sdbi,dm-9,sdbj,sdbk,sdbl,sdbm,sdbn,sdbo,sdbp,sdbq,dm-10,sdbr,sdbs,sdbt,sdbu
2025-01-20 08:05:03,0.0,0.0,0.0,0.0,0.0,5.6,0.0,5.6,0.0,5.5,0.0,5.5,5.2,0.0,0.0,7.3,5.3,0.1,7.3,7.1,0.0,0.0,0.0,7.0,0.0,6.9,7.3,0.0,0.0,0.0,5.3,0.0,0.0,0.0,5.0,4.9,5.3,0.0,0.0,7.5,7.2,0.0,0.0,4.9,4.8,0.0,6.8,6.8,7.2,0.0,0.0,7.3,0.0,0.0,0.2,20.8,20.8,0.2,0.2,20.9,5.6,5.6,7.1,7.8,22.4,7.7,5.6,5.5,7.7,5.1,4.8,7.1,6.9,19.5,4.9,4.7,6.4,6.8,5.9,7.3,7.8,5.8,24.0,5.6,5.7,7.7,7.6
2025-01-20 08:05:33,0.0,0.0,0.0,0.0,0.0,6.5,0.0,6.5,0.0,6.4,0.0,6.4,6.4,0.0,0.0,8.3,6.1,0.0,8.9,8.2,0.0,0.0,0.0,8.1,0.0,7.9,8.4,0.0,0.0,0.0,6.3,0.0,0.0,0.0,6.0,5.7,6.2,0.0,0.0,8.7,8.5,0.0,0.0,5.8,5.6,0.0,8.2,7.9,8.2,0.0,0.0,8.5,0.0,0.0,0.1,24.6,24.3,0.1,0.2,22.6,6.2,6.1,7.6,8.3,23.0,8.4,6.0,5.9,8.2,5.8,5.5,8.0,7.8,21.4,5.5,5.7,7.3,7.8,6.6,8.2,8.9,6.5,25.1,6.4,6.4,8.4,8.6
2025-01-20 08:06:03,0.2,0.0,0.0,0.2,0.0,5.2,0.0,5.0,0.0,5.0,0.0,4.9,4.6,0.0,0.0,6.4,4.5,0.0,6.9,6.3,0.0,0.0,0.0,6.2,0.0,5.9,6.5,0.0,0.2,0.0,4.8,0.0,0.0,0.0,4.7,4.4,4.6,0.0,0.0,6.9,6.4,0.0,0.0,4.5,4.2,0.0,6.2,6.2,6.2,0.0,0.0,6.5,0.0,0.0,0.2,21.2,20.2,0.1,0.2,19.7,4.7,4.8,5.9,6.5,19.2,6.4,4.7,4.6,6.5,4.5,4.3,6.1,6.2,18.2,4.4,4.3,5.7,6.2,4.8,5.9,6.8,4.9,20.1,4.8,4.8,6.4,6.3
2025-01-20 08:06:33,0.0,0.0,0.0,0.0,0.0,4.9,0.0,4.8,0.0,5.0,0.0,4.8,4.7,0.0,0.0,6.0,4.6,0.0,6.5,6.1,0.0,0.0,0.0,6.0,0.0,6.0,6.4,0.0,0.0,0.0,4.8,0.0,0.0,0.0,4.4,4.2,4.6,0.0,0.0,6.6,6.1,0.0,0.0,4.4,4.1,0.0,5.8,5.6,6.3,0.0,0.0,6.5,0.0,0.0,0.1,19.3,18.3,0.1,0.2,19.8,5.0,4.7,5.8,6.5,19.4,6.5,4.6,4.6,6.5,4.7,4.5,6.2,6.2,18.6,4.4,4.4,5.7,6.1,4.9,6.0,6.9,5.1,20.8,4.7,4.7,6.6,6.4
2025-01-20 08:07:03,0.0,0.0,0.0,0.0,0.0,4.8,0.0,4.8,0.0,5.1,0.0,4.6,4.5,0.0,0.0,6.0,4.5,0.0,6.5,5.9,0.0,0.0,0.0,6.0,0.0,5.8,6.4,0.0,0.0,0.0,4.7,0.0,0.0,0.0,4.3,4.1,4.6,0.0,0.0,6.5,6.3,0.0,0.0,4.2,4.1,0.0,5.8,5.8,6.2,0.0,0.0,6.2,0.0,0.0,0.1,18.9,18.5,0.1,0.1,19.0,4.7,4.4,5.5,6.3,18.7,6.4,4.5,4.4,6.2,4.6,4.2,6.3,6.1,18.3,4.4,4.5,5.6,6.0,5.0,6.1,7.0,5.0,20.8,4.9,5.0,6.8,6.6
2025-01-20 08:07:33,0.8,0.0,0.0,0.7,0.0,5.1,0.0,4.9,0.0,4.9,0.0,5.1,4.6,0.0,0.0,6.1,4.7,0.0,6.4,6.1,0.0,0.0,0.0,5.7,0.0,5.9,6.3,0.0,0.8,0.0,4.7,0.0,0.0,0.0,4.6,4.1,4.7,0.0,0.0,6.5,5.9,0.0,0.0,4.4,4.2,0.0,5.9,5.8,6.2,0.0,0.0,6.4,0.0,0.0,0.2,20.7,18.6,0.1,0.1,19.7,4.9,4.8,5.7,6.5,20.2,6.4,4.7,4.7,6.4,4.5,4.2,5.8,5.8,18.2,4.4,4.4,5.4,5.9,4.9,5.8,6.9,5.1,21.2,4.8,5.0,6.2,6.3
2025-01-20 08:08:03,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.9,0.0,4.9,0.0,4.7,4.7,0.0,0.0,5.8,4.6,0.0,6.4,6.1,0.0,0.0,0.0,5.7,0.0,5.6,6.1,0.0,0.0,0.0,4.5,0.0,0.0,0.0,4.5,4.1,4.4,0.0,0.0,6.4,6.0,0.0,0.0,4.4,4.1,0.0,6.0,5.7,5.9,0.0,0.0,6.2,0.0,0.0,0.1,20.5,18.7,0.1,0.2,19.4,4.9,4.7,5.7,6.4,20.1,6.4,4.6,4.6,6.4,4.3,4.2,5.8,5.6,17.5,4.1,4.1,5.4,5.5,4.9,5.6,6.6,4.7,20.1,4.7,4.6,6.3,6.2
2025-01-20 08:08:33,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.2,0.0,6.7,6.6,0.0,0.0,9.0,6.9,0.0,9.4,8.8,0.0,0.0,0.0,8.7,0.0,8.7,9.4,0.0,0.0,0.0,6.7,0.0,0.0,0.0,6.4,6.1,6.6,0.0,0.0,9.5,8.9,0.0,0.0,6.3,6.0,0.0,8.9,8.6,9.0,0.0,0.0,9.3,0.0,0.0,0.2,25.1,23.8,0.2,0.1,24.9,6.8,6.5,8.2,9.0,23.3,9.1,6.3,6.3,9.0,6.3,6.1,9.0,8.7,23.6,6.2,6.2,7.9,8.7,7.0,8.5,9.9,7.2,26.3,6.9,7.0,9.3,9.0
2025-01-20 08:09:03,0.4,0.0,0.0,0.4,0.0,4.8,0.0,4.9,0.0,5.0,0.0,4.8,4.7,0.0,0.0,6.2,4.6,0.0,6.5,6.0,0.0,0.0,0.0,6.0,0.0,6.0,6.5,0.0,0.4,0.0,4.8,0.0,0.0,0.0,4.4,4.3,4.6,0.0,0.0,6.4,6.4,0.0,0.0,4.3,4.3,0.0,5.8,5.9,6.1,0.0,0.0,6.4,0.0,0.0,0.1,18.8,19.3,0.2,0.1,19.4,4.7,4.6,5.8,6.3,18.5,6.4,4.6,4.6,6.2,4.5,4.3,6.2,6.0,18.3,4.4,4.3,5.7,6.0,4.9,6.0,6.9,5.1,20.9,4.9,5.0,6.5,6.5
2025-01-20 08:09:33,0.0,0.0,0.0,0.0,0.0,4.8,0.0,4.9,0.0,5.0,0.0,4.8,4.6,0.0,0.0,6.2,4.8,0.0,6.4,6.2,0.0,0.0,0.0,6.1,0.0,6.0,6.3,0.0,0.0,0.0,4.8,0.0,0.0,0.0,4.2,4.3,4.7,0.0,0.0,6.5,6.1,0.0,0.0,4.4,4.3,0.0,5.9,5.9,6.2,0.0,0.0,6.6,0.0,0.0,0.2,19.4,19.6,0.2,0.2,19.7,4.8,4.7,5.8,6.4,19.8,6.5,4.7,4.6,6.4,4.5,4.3,6.1,6.0,18.3,4.3,4.3,5.5,5.9,5.0,6.0,6.9,5.2,21.7,4.9,5.1,6.5,6.6
2025-01-20 08:10:03,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.9,0.0,5.0,0.0,4.9,4.6,0.0,0.0,5.8,4.7,0.0,6.4,6.1,0.0,0.0,0.0,5.6,0.0,5.7,6.2,0.0,0.0,0.0,4.8,0.0,0.0,0.0,4.7,4.5,4.8,0.0,0.0,6.4,5.8,0.0,0.0,4.6,4.5,0.0,5.9,5.8,6.1,0.0,0.0,6.2,0.0,0.0,0.2,21.3,19.8,0.2,0.2,20.8,5.0,4.8,6.0,6.3,21.5,6.4,4.8,4.9,6.3,4.2,4.1,5.7,5.6,18.8,4.4,4.3,5.4,5.8,5.2,5.8,6.6,5.1,22.6,5.0,5.0,6.8,6.3
2025-01-20 08:10:33,0.0,0.0,0.0,0.0,0.0,4.9,0.0,4.9,0.0,5.0,0.0,4.8,4.7,0.0,0.0,6.1,4.9,0.0,6.3,6.1,0.0,0.0,0.0,5.8,0.0,6.1,6.4,0.0,0.0,0.0,4.9,0.0,0.0,0.0,4.8,4.5,4.7,0.0,0.0,6.3,6.0,0.0,0.0,4.6,4.6,0.0,5.8,5.8,6.1,0.0,0.0,6.3,0.0,0.0,0.2,21.5,20.7,0.1,0.2,20.9,4.4,4.4,5.7,5.8,19.3,6.0,4.4,4.2,5.8,4.4,4.3,5.7,5.6,18.7,4.3,4.3,5.4,5.5,4.9,6.1,6.3,5.1,22.0,5.0,4.9,6.3,6.3
2025-01-20 08:11:03,0.0,0.0,0.0,0.0,0.0,4.7,0.0,4.8,0.0,4.8,0.0,4.8,4.5,0.0,0.0,6.1,4.7,0.0,6.5,6.1,0.0,0.0,0.0,6.0,0.0,5.8,6.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,4.6,4.5,4.6,0.0,0.0,6.3,6.1,0.0,0.0,4.4,4.4,0.0,5.9,5.9,5.8,0.0,0.0,6.1,0.0,0.0,0.1,20.8,20.4,0.1,0.1,20.0,4.7,4.5,5.6,6.0,19.5,6.1,4.5,4.5,6.0,4.1,4.0,5.6,5.6,17.7,4.1,4.1,5.2,5.4,4.9,5.9,6.5,4.7,20.5,4.7,4.8,6.3,6.0
2025-01-20 08:11:33,0.0,0.0,0.0,0.0,0.0,5.1,0.0,5.0,0.0,5.2,0.0,5.0,4.7,0.0,0.0,6.3,5.1,0.0,6.8,6.3,0.0,0.0,0.0,6.0,0.0,6.3,6.7,0.0,0.0,0.0,5.1,0.0,0.0,0.0,4.7,4.3,4.9,0.0,0.0,6.7,6.3,0.0,0.0,4.5,4.4,0.0,6.2,5.9,6.5,0.0,0.0,6.9,0.0,0.0,0.1,19.5,18.9,0.2,0.2,20.1,5.1,4.9,6.1,6.6,20.0,6.8,4.8,5.0,6.8,5.0,4.7,6.7,6.8,19.8,4.7,4.8,6.1,6.5,4.9,6.2,7.1,5.0,21.3,5.1,5.1,6.8,6.8
2025-01-20 08:12:03,0.1,0.0,0.0,0.0,0.0,5.0,0.0,5.1,0.0,4.9,0.0,4.8,4.6,0.0,0.0,6.2,4.6,0.0,6.7,6.2,0.0,0.0,0.0,6.0,0.0,5.9,6.4,0.0,0.0,0.0,4.6,0.0,0.0,0.0,4.4,4.2,4.6,0.0,0.0,6.6,6.2,0.0,0.0,4.4,4.1,0.0,6.1,5.8,6.1,0.0,0.0,6.4,0.0,0.0,0.2,20.2,19.0,0.2,0.1,19.0,4.8,4.5,5.7,6.4,18.9,6.4,4.6,4.6,6.3,4.5,4.2,6.1,6.0,17.5,4.1,4.3,5.4,6.0,4.8,5.8,6.7,4.8,20.0,4.9,4.9,6.3,6.2
2025-01-20 08:12:33,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,4.7,4.6,0.0,0.0,6.4,4.7,0.0,6.4,6.1,0.0,0.0,0.0,6.2,0.0,6.0,6.5,0.0,0.0,0.0,4.8,0.0,0.0,0.0,4.5,4.5,4.7,0.0,0.0,6.5,6.4,0.0,0.0,4.3,4.3,0.0,5.8,5.8,6.2,0.0,0.0,6.4,0.0,0.0,0.1,18.9,19.8,0.1,0.2,19.5,4.9,4.7,5.8,6.4,18.9,6.4,4.6,4.5,6.4,4.5,4.4,6.1,6.0,17.6,4.2,4.3,5.4,5.9,5.1,6.2,7.0,5.2,22.6,5.1,5.0,6.9,6.8
2025-01-20 08:13:03,0.0,0.0,0.0,0.0,0.0,4.8,0.0,4.8,0.0,4.8,0.0,4.6,4.5,0.0,0.0,6.1,4.8,0.0,6.4,6.0,0.0,0.0,0.0,5.9,0.0,5.8,6.3,0.0,0.0,0.0,4.6,0.0,0.0,0.0,4.3,4.2,4.7,0.0,0.0,6.3,6.1,0.0,0.0,4.1,4.1,0.0,5.9,5.8,6.2,0.0,0.0,6.5,0.0,0.0,0.2,19.0,18.8,0.1,0.1,19.1,4.8,4.6,6.1,6.6,20.3,6.6,4.8,4.8,6.6,4.5,4.3,6.4,6.1,19.0,4.5,4.3,5.6,5.9,4.9,5.8,6.5,4.9,20.1,4.7,4.8,6.3,6.3
2025-01-20 08:13:33,0.0,0.0,0.0,0.0,0.0,4.8,0.0,4.7,0.0,4.9,0.0,4.6,4.4,0.0,0.0,6.1,4.6,0.0,6.3,5.9,0.0,0.0,0.0,5.7,0.0,5.9,6.5,0.0,0.0,0.0,4.7,0.0,0.0,0.0,4.3,4.0,4.7,0.0,0.0,6.4,6.0,0.0,0.0,4.2,4.1,0.0,5.9,5.7,6.3,0.0,0.0,6.5,0.0,0.0,0.1,18.7,18.1,0.1,0.1,19.8,4.8,4.7,5.7,6.4,19.1,6.3,4.7,4.6,6.3,4.7,4.5,6.4,6.2,19.4,4.4,4.5,5.6,6.1,5.0,6.0,6.9,5.0,20.9,4.9,4.9,6.6,6.5
2025-01-20 08:14:03,0.0,0.0,0.0,0.0,0.0,4.9,0.0,4.7,0.0,5.0,0.0,4.8,4.3,0.0,0.0,5.8,4.7,0.0,6.3,6.1,0.0,0.0,0.0,5.8,0.0,6.0,6.6,0.0,0.0,0.0,4.8,0.0,0.0,0.0,4.3,3.9,4.8,0.0,0.0,6.5,6.0,0.0,0.0,4.2,3.9,0.0,6.0,5.8,6.4,0.0,0.0,6.4,0.0,0.0,0.2,19.5,18.0,0.1,0.2,20.2,4.8,4.6,5.6,6.3,18.9,6.4,4.5,4.5,6.3,4.5,4.3,6.2,6.0,18.4,4.4,4.4,5.6,6.0,4.9,5.7,6.7,4.9,19.8,4.8,4.7,6.3,6.2
2025-01-20 08:14:33,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.7,0.0,4.8,0.0,4.7,4.4,0.0,0.0,6.1,4.6,0.0,6.5,6.2,0.0,0.0,0.0,5.9,0.0,5.9,6.5,0.0,0.0,0.0,4.6,0.0,0.0,0.0,4.3,4.1,4.6,0.0,0.0,6.6,6.1,0.0,0.0,4.4,4.0,0.0,5.8,5.8,6.3,0.0,0.0,6.5,0.0,0.0,0.2,19.6,18.4,0.1,0.1,19.6,4.6,4.5,5.7,6.3,18.1,6.3,4.5,4.6,6.2,4.5,4.2,6.2,5.9,17.6,4.3,4.2,5.4,5.9,4.9,5.9,6.7,5.0,20.7,4.9,4.8,6.5,6.1
2025-01-20 08:15:03,0.0,0.0,0.0,0.0,0.0,5.8,0.0,5.9,0.0,5.6,0.0,5.7,5.5,0.0,0.0,7.6,5.4,0.0,7.5,7.1,0.0,0.0,0.0,7.1,0.0,6.7,7.4,0.0,0.0,0.0,5.5,0.0,0.0,0.0,5.2,5.1,5.4,0.0,0.0,7.6,7.5,0.0,0.0,5.1,5.1,0.0,7.0,7.2,7.1,0.0,0.0,7.6,0.0,0.0,0.2,21.4,22.2,0.2,0.2,21.0,5.5,5.3,6.7,7.4,20.5,7.4,5.4,5.2,7.4,5.2,5.1,7.2,7.0,20.0,5.0,5.1,6.5,6.9,5.9,7.0,7.8,5.8,23.2,5.8,5.7,7.6,7.6
2025-01-20 08:15:33,0.0,0.0,0.0,0.0,0.0,6.4,0.0,6.3,0.0,6.5,0.0,6.3,5.9,0.0,0.0,8.1,6.2,0.0,8.4,8.0,0.0,0.0,0.0,7.8,0.0,7.9,8.3,0.0,0.0,0.0,6.2,0.0,0.0,0.0,5.7,5.5,6.2,0.0,0.0,8.4,8.1,0.0,0.0,5.7,5.5,0.0,7.8,7.7,8.2,0.0,0.0,8.5,0.0,0.0,0.1,23.0,22.2,0.2,0.2,23.7,6.0,5.9,7.5,8.0,22.5,8.3,5.7,5.7,8.0,5.9,5.6,8.0,7.8,21.5,5.6,5.5,7.2,7.7,6.5,8.0,8.9,6.5,25.2,6.5,6.5,8.5,8.5
2025-01-20 08:16:03,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.7,0.0,4.9,0.0,4.7,4.4,0.0,0.0,5.9,4.5,0.0,6.3,5.9,0.0,0.0,0.0,5.7,0.0,5.7,6.3,0.0,0.0,0.0,4.7,0.0,0.0,0.0,4.5,4.1,4.8,0.0,0.0,6.4,5.9,0.0,0.0,4.4,4.1,0.0,5.7,5.7,6.1,0.0,0.0,6.3,0.0,0.0,0.1,19.5,18.5,0.2,0.1,19.7,4.7,4.4,5.5,6.1,19.1,6.2,4.5,4.4,6.2,4.7,4.4,6.4,6.1,19.3,4.5,4.4,5.8,6.2,4.6,5.8,6.5,4.8,20.1,4.8,4.6,6.1,6.1
2025-01-20 08:16:33,0.0,0.0,0.0,0.0,0.0,6.9,0.0,7.0,0.0,7.2,0.0,6.7,6.4,0.0,0.0,8.8,6.8,0.0,9.2,8.5,0.0,0.0,0.0,8.4,0.0,8.4,9.3,0.0,0.0,0.0,6.9,0.0,0.0,0.0,6.1,6.1,6.8,0.0,0.0,9.3,8.9,0.0,0.0,6.2,5.9,0.0,8.4,8.5,8.9,0.0,0.0,9.4,0.0,0.0,0.2,24.4,23.8,0.1,0.1,25.5,6.7,6.6,8.2,9.0,24.8,9.2,6.6,6.5,9.1,6.3,6.0,8.9,8.5,23.4,6.2,6.3,7.9,8.6,7.1,8.6,9.9,7.3,27.9,7.0,7.1,9.4,9.5
2025-01-20 08:17:03,0.1,0.0,0.0,0.0,0.0,4.9,0.0,4.7,0.0,4.8,0.0,4.7,4.7,0.0,0.0,6.3,4.8,0.0,6.2,6.1,0.0,0.0,0.0,5.9,0.0,5.9,6.2,0.0,0.0,0.0,4.8,0.0,0.0,0.0,4.6,4.4,4.7,0.0,0.0,6.4,6.1,0.0,0.0,4.5,4.3,0.0,6.0,5.9,6.1,0.0,0.0,6.3,0.0,0.0,0.1,20.6,20.2,0.1,0.1,19.8,4.7,4.6,5.6,6.2,19.9,6.2,4.5,4.5,6.0,4.3,4.4,5.9,5.8,18.5,4.3,4.2,5.4,5.6,5.1,6.1,6.8,5.1,21.9,4.8,5.0,6.5,6.4
2025-01-20 08:17:33,0.0,0.0,0.0,0.0,0.0,4.9,0.0,4.9,0.0,5.1,0.0,4.8,4.7,0.0,0.0,6.3,4.8,0.0,6.6,6.2,0.0,0.0,0.0,6.2,0.0,6.0,6.6,0.0,0.0,0.0,4.8,0.0,0.0,0.0,4.6,4.3,4.8,0.0,0.0,6.7,6.3,0.0,0.0,4.2,4.3,0.0,6.2,5.8,6.4,0.0,0.0,6.6,0.0,0.0,0.2,20.0,19.6,0.1,0.2,20.0,4.7,4.7,5.8,6.5,19.6,6.5,4.6,4.6,6.5,4.4,4.2,6.2,6.0,17.9,4.2,4.2,5.5,5.8,4.9,6.1,6.9,5.0,21.2,5.0,4.9,6.5,6.5
