Disk Read KB/s his02,sda,sda1,sda2,sda3,sdf,sdg,sde,sdh,sdj,sdi,sdk,sdm,sdn,sdl,sdp,sdd,sdo,sdb,sdc,sdr,sdq,sdu,sdx,sds,sdv,sdt,sdw,sdy,dm-0,dm-1,sdz,sdaa,sdab,sdac,sdad,sdae,sdaf,sdag,sdah,sdai,sdaj,sdak,sdal,sdam,sdan,sdao,sdap,sdaq,sdar,sdas,sdat,sdau,sdav,sdaw,dm-2,dm-3,dm-4,dm-5,dm-6,dm-7,sdax,sday,sdaz,sdba,dm-8,sdbb,sdbc,sdbd,sdbe,sdbf,sdbg,sdbh,sdbi,dm-9,sdbj,sdbk,sdbl,sdbm,sdbn,sdbo,sdbp,sdbq,dm-10,sdbr,sdbs,sdbt,sdbu
2025-01-20 08:05:03,0.0,0.0,0.0,0.0,8.7,12818.9,8.7,12527.6,0.2,12667.8,0.2,12817.7,12437.7,0.2,0.2,12549.5,12551.5,0.2,12779.4,12833.7,0.2,0.2,0.2,12462.9,0.2,12538.7,12691.9,0.2,0.0,0.0,12405.0,0.7,0.7,0.7,12884.7,12562.7,12624.8,0.2,8.7,12839.4,12544.4,0.2,0.2,12749.5,12422.3,0.2,12803.9,12400.5,12796.3,0.2,0.2,12614.0,0.2,0.2,10.6,102527.3,99907.6,10.6,10.6,100953.4,12700.8,12743.4,12800.7,12738.4,101924.1,12716.7,12596.3,12746.3,12879.6,11870.9,11923.2,12046.1,11964.5,95590.2,11937.8,11921.7,11930.5,12003.9,12650.8,12454.3,12439.3,12633.0,100312.0,12474.6,12642.0,12600.1,12417.8
2025-01-20 08:05:33,0.0,0.0,0.0,0.0,0.1,14009.1,0.1,13767.2,0.1,14068.0,0.1,13986.2,13862.8,0.1,0.1,13617.5,14005.1,0.1,14192.5,14234.7,0.1,0.1,0.1,13726.7,0.1,13944.1,14071.0,0.1,0.0,0.0,13932.6,0.1,0.1,0.1,14140.2,13931.6,13928.9,0.1,0.1,14111.4,13720.8,0.1,0.1,14046.3,13580.5,0.1,14111.2,13758.7,14091.2,0.1,0.1,14082.9,0.1,0.1,1.0,112831.6,109999.8,1.0,1.0,112064.2,14185.3,14039.7,14033.4,14152.7,112848.1,14102.6,14034.5,14112.1,14187.8,13366.1,13524.1,13627.5,13452.4,107959.4,13401.4,13523.0,13590.3,13474.5,14291.9,14034.7,14123.3,14337.4,113592.9,14113.3,14372.0,14280.3,14040.1
2025-01-20 08:06:03,0.0,0.0,0.0,0.0,0.1,11558.7,0.1,10943.2,0.1,11367.9,0.1,11581.7,11089.1,0.1,0.1,10948.3,11225.7,0.1,11407.1,11437.5,0.1,0.1,0.1,11106.8,0.1,11344.6,11536.5,0.1,0.0,0.0,11232.6,0.1,0.1,0.1,11545.1,11163.9,11403.9,0.1,0.1,11404.6,10881.5,0.1,0.1,11431.0,10886.8,0.1,11593.9,11135.6,11501.2,0.1,0.1,11331.4,0.1,0.1,1.0,91959.4,88172.2,1.0,1.0,90939.9,11310.4,11262.0,11489.3,11533.7,91161.6,11394.4,11228.1,11400.5,11543.3,10883.4,10887.9,10757.1,10750.3,86582.7,10808.3,10759.1,10855.1,10881.5,11427.7,11431.2,11341.1,11394.7,91237.3,11323.7,11465.9,11491.7,11361.2
2025-01-20 08:06:33,0.0,0.0,0.0,0.0,0.1,11405.9,0.1,10936.0,0.1,11396.4,0.1,11346.6,11022.9,0.1,0.1,10973.2,11236.7,0.1,11582.2,11502.0,0.1,0.1,0.1,11085.7,0.1,11177.4,11321.3,0.1,0.0,0.0,11268.7,0.1,0.1,0.1,11544.4,11006.0,11285.0,0.1,0.1,11601.9,11099.8,0.1,0.1,11370.4,11039.4,0.1,11312.8,10942.0,11276.6,0.1,0.1,11267.6,0.1,0.1,1.0,91666.0,88053.7,1.0,1.0,90229.8,11334.7,11334.4,11332.4,11360.8,90705.3,11403.5,11130.1,11270.2,11539.2,10741.2,10787.2,10767.6,10683.8,85974.5,10751.9,10768.5,10738.1,10736.2,11395.1,11471.4,11540.6,11406.1,91612.7,11212.7,11523.8,11660.2,11402.9
2025-01-20 08:07:03,0.0,0.0,0.0,0.0,0.1,11621.5,0.1,11214.3,0.1,11403.8,0.1,11545.2,11179.2,0.1,0.1,11128.6,11380.3,0.1,11599.3,11519.6,0.1,0.1,0.1,11106.7,0.1,11280.6,11359.5,0.1,0.0,0.0,11202.3,0.1,0.1,0.1,11595.4,11241.6,11386.2,0.1,0.1,11474.4,11211.7,0.1,0.1,11518.3,11084.4,0.1,11665.7,11101.2,11509.1,0.1,0.1,11317.2,0.1,0.1,1.0,92539.4,89285.0,1.0,1.0,90876.8,11549.3,11372.9,11379.5,11576.2,91759.8,11471.7,11374.2,11465.3,11570.6,10727.4,10779.2,10943.6,10916.5,86744.4,10772.3,10851.4,10908.8,10845.1,11480.8,11389.0,11430.7,11537.4,91685.6,11300.2,11491.0,11633.5,11423.0
2025-01-20 08:07:33,0.0,0.0,0.0,0.0,0.1,10771.4,0.1,10200.0,0.1,10457.1,0.1,10644.0,10203.2,0.1,0.2,10177.2,10470.4,0.1,10624.2,10503.9,0.1,0.1,0.1,10208.2,0.1,10541.8,10571.9,0.1,0.0,0.0,10448.0,0.1,0.1,0.1,10728.7,10297.1,10479.3,0.1,0.1,10708.1,10171.2,0.1,0.1,10532.5,10122.6,0.1,10576.1,10211.7,10581.1,0.1,0.1,10569.9,0.1,0.1,1.0,85089.0,81610.1,1.0,1.0,84081.7,10653.6,10495.9,10594.2,10724.5,84925.2,10543.3,10549.0,10701.0,10663.7,9933.4,10108.6,10039.5,9914.6,79991.9,10083.2,9997.7,9940.8,9974.2,10643.0,10591.2,10749.5,10774.6,85559.9,10631.5,10698.7,10752.7,10718.7
2025-01-20 08:08:03,0.0,0.0,0.0,0.0,0.1,10740.8,0.1,10361.1,0.1,10678.2,0.1,10793.3,10420.1,0.1,0.1,10247.0,10602.6,0.1,10794.5,10810.9,0.1,0.1,0.1,10290.8,0.1,10556.6,10624.0,0.1,0.0,0.0,10458.5,0.1,0.1,0.1,10807.1,10340.6,10548.4,0.1,0.1,10802.2,10286.2,0.1,0.1,10766.9,10340.2,0.2,10755.0,10374.8,10742.3,0.1,0.1,10670.5,0.1,0.1,1.0,86270.7,82626.8,1.0,1.0,84881.2,10669.7,10630.4,10737.9,10766.7,85609.5,10721.9,10603.2,10684.8,10795.0,10059.1,10048.7,10023.1,10015.2,80269.4,10014.9,10000.8,10055.6,10051.9,10594.8,10590.5,10653.9,10645.7,85025.0,10535.1,10586.5,10726.7,10691.8
2025-01-20 08:08:33,0.0,0.0,0.0,0.0,0.1,15165.5,0.1,14769.2,0.1,15084.7,0.1,15121.4,14863.4,0.1,0.1,14723.9,14938.4,0.1,15335.0,15264.0,0.1,0.1,0.1,14797.7,0.1,15031.6,15110.1,0.1,0.0,0.0,14758.4,0.1,0.1,0.1,15392.5,14851.8,14908.7,0.1,0.1,15353.6,14676.6,0.1,0.1,15045.4,14745.4,0.1,15098.5,14914.4,15319.1,0.1,0.1,15159.9,0.1,0.1,1.0,121775.9,118340.4,1.0,1.0,120310.9,15076.4,14920.2,14983.9,15131.0,120169.4,15106.2,14782.7,14911.7,15257.2,14169.2,14271.3,14450.6,14364.0,114484.6,14360.8,14240.8,14243.0,14382.9,15110.5,14896.7,15062.5,15256.6,120619.8,14846.1,15186.2,15291.7,14961.0
2025-01-20 08:09:03,0.0,0.0,0.0,0.0,0.1,11351.3,0.1,11109.0,0.1,11252.0,0.1,11260.3,11104.9,0.1,0.1,10905.7,11020.0,0.1,11519.8,11418.2,0.1,0.1,0.1,10916.9,0.1,11234.0,11462.7,0.1,0.0,0.0,11049.2,0.1,0.1,0.1,11428.0,11062.6,11182.3,0.1,0.1,11326.5,11121.0,0.1,0.1,11359.4,10974.8,0.1,11423.5,10871.9,11428.1,0.1,0.1,11332.9,0.1,0.1,1.0,91087.0,88066.9,1.0,1.0,90003.8,11330.4,11422.6,11312.8,11226.4,90564.0,11296.5,11278.7,11318.1,11378.6,10729.7,10716.9,10770.7,10767.0,85987.7,10781.7,10679.6,10735.8,10808.3,11372.7,11333.0,11308.2,11334.4,90631.5,11258.1,11310.6,11378.3,11344.5
2025-01-20 08:09:33,0.0,0.0,0.0,0.0,0.1,10911.4,0.1,10567.0,0.1,10849.4,0.1,10972.1,10569.7,0.1,0.1,10569.0,10772.4,0.1,10911.4,10982.5,0.1,0.1,0.1,10569.2,0.1,10735.9,10837.4,0.1,0.0,0.0,10716.4,0.1,0.2,0.1,10975.6,10665.8,10695.4,0.1,0.1,10966.1,10528.7,0.1,0.1,10925.4,10463.2,0.1,10930.0,10618.8,10847.0,0.1,0.1,10897.6,0.1,0.1,1.0,87574.5,84551.4,1.1,1.0,86308.8,10920.6,10870.5,10859.8,10908.0,87099.6,10819.0,10764.6,10949.9,11007.2,10153.8,10370.1,10423.8,10171.4,82210.6,10129.8,10183.6,10412.2,10365.9,10962.5,10778.2,10958.3,11152.7,87711.4,10809.0,10978.6,11119.2,10952.9
2025-01-20 08:10:03,0.0,0.0,0.0,0.0,0.2,9459.5,0.2,8944.3,0.2,9228.9,0.2,9429.7,9048.8,0.2,0.2,8902.6,9056.0,0.2,9511.6,9474.0,8.7,8.7,0.2,8982.1,0.2,9194.5,9382.2,8.7,0.0,0.0,9110.1,0.7,0.2,0.2,9458.4,8973.2,9312.9,0.2,0.2,9431.7,8935.6,0.2,0.2,9491.5,8984.4,0.2,9509.4,9010.1,9317.9,0.7,0.2,9143.4,0.2,0.7,10.6,75766.3,71781.0,10.6,10.6,73788.5,9498.6,9490.4,9323.5,9356.1,75364.5,9411.8,9406.7,9445.9,9431.5,8694.9,8816.3,8911.8,8791.5,70468.6,8801.2,8817.9,8824.0,8811.0,9348.7,9257.6,9370.2,9455.6,74892.1,9180.5,9481.0,9500.2,9298.2
2025-01-20 08:10:33,0.0,0.0,0.0,0.0,0.1,9123.0,0.1,8943.9,0.1,9239.4,0.1,9064.3,8940.5,0.1,0.1,8699.4,9211.4,0.1,9212.9,9167.8,0.1,0.1,0.1,8708.6,0.1,9235.4,9208.5,0.1,0.0,0.0,9125.1,0.1,0.1,0.1,9167.8,8842.1,9286.3,0.1,0.1,9162.3,8824.7,0.1,0.1,9109.2,8822.5,0.1,9112.1,8830.5,9332.2,0.1,0.1,9182.6,0.1,0.1,1.0,73118.8,70615.9,1.0,1.0,73778.2,9085.9,8979.3,8998.5,9077.4,72289.7,9144.8,8968.3,8926.5,9109.1,8653.6,8639.0,8701.9,8686.2,69396.2,8634.8,8703.0,8729.8,8665.1,9169.0,9203.3,9229.9,9209.9,73600.4,9218.5,9209.4,9182.3,9178.2
2025-01-20 08:11:03,0.0,0.0,0.0,0.0,0.1,10065.4,0.1,9681.4,0.1,9883.7,0.1,10092.7,9766.1,0.1,0.1,9813.9,9825.0,0.1,10164.3,10164.0,0.1,0.1,0.1,9870.2,0.1,9803.2,9862.3,0.1,0.0,0.0,9776.0,0.1,0.1,0.1,10230.5,9851.5,9873.3,0.1,0.1,10078.0,9724.5,0.1,0.1,10009.4,9695.7,0.1,10142.8,9844.9,9924.7,0.1,0.1,9804.2,0.2,0.1,1.0,80950.8,78244.4,1.0,1.0,78752.4,10095.0,9974.6,10008.8,10134.3,80417.4,10046.7,10009.1,10043.5,10105.4,9340.0,9412.5,9492.7,9444.2,75348.5,9404.2,9485.0,9422.3,9330.4,9984.7,10051.8,10051.0,9969.2,80166.3,9902.6,10077.4,10150.7,9978.8
2025-01-20 08:11:33,0.0,0.0,0.0,0.0,0.1,11225.0,0.1,10923.7,0.1,11236.8,0.1,11169.4,10886.2,0.1,0.1,10936.8,11152.8,0.1,11380.9,11375.3,0.1,0.1,0.1,10916.3,0.1,11157.3,11188.4,0.1,0.0,0.0,11132.5,0.1,0.1,0.1,11317.0,10937.7,11032.5,0.1,0.1,11255.6,10872.9,0.1,0.1,11235.8,10862.7,0.1,11330.1,10949.2,11208.7,0.1,0.1,11303.5,0.1,0.1,1.0,90285.6,87285.3,1.0,1.0,89416.1,11428.9,11319.2,11228.0,11338.3,90625.4,11211.2,11216.1,11441.4,11442.3,10653.4,10749.3,10858.1,10785.7,86076.8,10686.3,10746.9,10828.8,10768.3,11373.5,11493.6,11357.7,11227.2,90879.4,11321.2,11433.4,11404.7,11268.2
2025-01-20 08:12:03,0.0,0.0,0.0,0.0,0.1,11545.8,0.1,11112.0,0.1,11402.5,0.1,11492.4,11061.1,0.1,0.1,11061.3,11467.2,0.1,11575.9,11510.4,0.1,0.1,0.1,11058.4,0.1,11443.5,11396.1,0.1,0.0,0.0,11308.3,0.1,0.1,0.1,11592.3,11209.0,11412.1,0.1,0.1,11471.6,11103.2,0.1,0.1,11475.1,10929.7,0.1,11591.1,11018.7,11574.7,0.1,0.1,11469.1,0.1,0.1,1.0,92254.6,88557.0,1.0,1.0,91486.8,11561.0,11393.9,11422.2,11592.2,91895.6,11425.0,11401.2,11540.1,11560.0,10671.4,10887.8,10980.3,10786.3,86655.6,10786.3,10869.2,10870.8,10803.6,11441.4,11570.9,11475.0,11308.1,91590.6,11459.0,11528.8,11448.3,11359.0
2025-01-20 08:12:33,0.0,0.0,0.0,0.0,0.1,11489.6,0.1,10957.5,0.1,11296.4,0.1,11414.9,11026.4,0.1,0.1,10925.8,11224.3,0.1,11478.2,11391.5,0.1,0.1,0.1,11018.9,0.1,11267.7,11361.7,0.1,0.0,0.0,11218.6,0.1,0.1,0.1,11484.0,11066.2,11298.7,0.1,0.1,11553.0,11013.9,0.1,0.1,11412.9,10930.1,0.1,11326.4,10995.6,11317.8,0.1,0.1,11271.5,0.1,0.1,1.0,91550.5,87930.6,1.0,1.0,90239.6,11363.1,11228.4,11325.8,11432.2,90691.4,11321.8,11332.9,11345.4,11341.8,10651.9,10724.2,10774.2,10649.4,85587.9,10657.5,10742.5,10748.4,10639.7,11332.7,11254.5,11464.0,11591.8,91312.2,11161.5,11374.1,11679.4,11454.3
2025-01-20 08:13:03,0.0,0.0,0.0,0.0,0.1,11283.3,0.1,10893.9,0.1,11068.7,0.1,11143.4,10872.4,0.1,0.1,10853.5,11031.7,0.1,11266.8,11142.6,0.1,0.1,0.1,10820.9,0.1,11025.3,11043.9,0.1,0.0,0.0,10905.9,0.1,0.1,0.1,11341.2,10985.1,10988.5,0.1,0.1,11253.5,10792.5,0.1,0.1,11072.0,10732.5,0.1,11172.4,10918.4,11174.2,0.1,0.1,11096.4,0.2,0.1,1.0,89675.1,86869.2,1.0,1.0,88334.6,11146.2,11024.4,11182.0,11333.7,89309.0,11149.9,11107.8,11151.6,11213.4,10448.5,10579.9,10562.3,10412.8,84039.5,10584.4,10589.8,10412.8,10449.0,11245.9,11076.2,10969.0,11176.4,88950.8,11034.1,11096.7,11207.8,11144.7
2025-01-20 08:13:33,0.0,0.0,0.0,0.0,0.1,11395.6,0.1,11009.1,0.1,11312.6,0.1,11369.3,11092.9,0.1,0.1,10822.0,11140.5,0.1,11405.5,11390.7,0.1,0.1,0.1,10893.7,0.1,11134.6,11294.3,0.1,0.0,0.0,11201.8,0.1,0.1,0.1,11469.1,10920.9,11205.8,0.1,0.1,11407.4,10966.7,0.1,0.1,11301.7,10988.4,0.1,11354.3,10911.0,11236.7,0.1,0.1,11255.1,0.1,0.1,1.0,91093.7,87604.5,1.0,1.0,89793.5,11321.1,11220.4,11290.3,11378.8,90455.3,11350.0,11226.6,11287.5,11380.6,10703.1,10765.1,10764.4,10679.2,85874.6,10695.8,10775.5,10751.4,10731.6,11431.4,11306.8,11340.0,11471.3,91090.3,11345.8,11390.8,11445.8,11358.4
2025-01-20 08:14:03,0.0,0.0,0.0,0.0,0.1,11452.9,0.1,10906.0,0.1,11565.7,0.1,11580.5,10986.5,0.1,0.1,11022.5,11370.2,0.1,11486.9,11568.0,0.1,0.1,0.1,11085.1,0.1,11343.7,11560.0,0.1,0.0,0.0,11392.9,0.1,0.1,0.1,11574.7,10984.9,11522.0,0.1,0.1,11514.4,10988.9,0.1,0.1,11437.3,11038.5,0.1,11490.6,11002.8,11500.9,0.1,0.1,11464.0,0.2,0.1,1.0,92105.2,88015.2,1.1,1.0,91707.2,11406.9,11425.1,11481.8,11419.5,91457.0,11485.3,11436.3,11373.1,11429.1,10739.9,10873.2,10888.9,10727.4,86481.3,10715.7,10883.9,10901.0,10759.9,11586.7,11399.3,11273.8,11493.8,91501.5,11262.0,11442.3,11606.0,11437.5
2025-01-20 08:14:33,0.0,0.0,0.0,0.0,0.1,11459.9,0.1,10981.4,0.1,11325.1,0.1,11410.9,10899.1,0.1,0.1,10893.2,11194.4,0.1,11572.6,11582.0,0.1,0.1,0.1,10787.7,0.1,11197.1,11288.2,0.1,0.0,0.0,11202.6,0.1,0.1,0.1,11494.6,10890.6,11233.8,0.1,0.1,11572.2,10972.9,0.1,0.1,11509.1,10899.6,0.1,11393.8,10815.9,11307.7,0.1,0.1,11268.9,0.1,0.1,1.0,91995.1,87176.4,1.0,1.0,90017.9,11361.4,11125.0,11302.2,11570.2,90729.5,11248.9,11297.4,11430.3,11394.1,10653.4,10713.5,10721.1,10642.4,85419.4,10650.5,10568.7,10695.7,10774.1,11333.4,11312.1,11441.3,11444.7,91082.2,11213.6,11503.3,11553.5,11280.3
2025-01-20 08:15:03,0.0,0.0,0.0,0.0,0.2,12444.5,8.7,12273.7,0.2,12322.1,0.2,12435.7,12257.4,0.2,0.2,12252.7,12077.7,0.2,12453.5,12440.7,8.7,0.7,0.2,12246.2,8.7,12165.9,12369.8,0.2,0.0,0.0,12128.6,0.2,0.2,0.2,12459.7,12266.7,12189.1,0.2,0.2,12428.5,12297.9,0.2,0.2,12445.5,12262.1,0.7,12470.1,12181.0,12305.5,0.2,0.7,12288.8,0.2,0.2,10.6,99578.1,98044.4,10.6,10.6,97847.3,12377.9,12147.9,12294.8,12516.4,98622.1,12360.0,12203.4,12285.7,12453.0,11703.8,11658.3,11878.4,11882.4,94290.7,11677.1,11834.3,11889.0,11769.1,12271.5,12247.1,12197.7,12265.3,97933.9,12142.3,12329.2,12322.9,12157.9
2025-01-20 08:15:33,0.0,0.0,0.0,0.0,0.1,13692.3,0.1,13310.6,0.1,13497.0,0.1,13543.6,13217.1,0.1,0.1,13351.8,13495.0,0.1,13622.2,13523.3,0.1,0.1,0.1,13261.6,0.1,13538.5,13599.8,0.1,0.0,0.0,13443.0,0.1,0.1,0.1,13691.8,13368.2,13591.0,0.1,0.1,13567.1,13321.7,0.1,0.1,13513.2,13195.7,0.1,13622.5,13240.0,13637.2,0.1,0.1,13499.2,0.2,0.1,1.0,108776.0,106249.7,1.0,1.0,108309.3,13568.2,13645.2,13731.3,13659.1,109242.5,13660.6,13637.8,13649.3,13674.0,12947.3,13032.6,12951.6,12890.9,103695.0,12902.7,12821.5,13042.2,13104.4,13982.5,13717.8,13574.2,13801.0,110108.9,13636.3,13872.4,13899.3,13625.4
